ID,Type,Submit Time,Start Time,End Time,Wait Time,Makespan,Turnaround Time,Status
0,moldable,0,0,71176,0,71176,71176,completed
1,rigid,1054,1054,6306,0,5252,5252,completed
2,rigid,1225,1225,6236,0,5011,5011,completed
3,rigid,1228,1228,5240,0,4012,4012,completed
4,rigid,1235,1235,5285,0,4050,4050,completed
5,rigid,1630,1630,5956,0,4326,4326,completed
6,rigid,1630,1630,7044,0,5414,5414,completed
7,rigid,1641,1641,4397,0,2756,2756,completed
8,rigid,4278,4278,5149,0,871,871,completed
9,rigid,4278,4278,5147,0,869,869,completed
10,rigid,4278,4278,5389,0,1111,1111,completed
11,rigid,5332,5332,11740,0,6408,6408,completed
12,rigid,7455,7455,8204,-9.09495e-13,749,749,completed
13,rigid,7478,7478,14347,0,6869,6869,completed
14,rigid,7514,7514,10391,0,2877,2877,completed
15,rigid,7678,7678,10688,0,3010,3010,completed
16,rigid,8346,8346,9163,0,817,817,completed
17,rigid,9872,9872,10486,0,614,614,completed
18,rigid,9899,9899,10665,0,766,766,completed
19,rigid,11538,11538,12177,0,639,639,completed
20,rigid,11839,11839,12712,0,873,873,completed
21,rigid,12608,12608,13245,0,637,637,completed
22,rigid,12756,12756,13355,0,599,599,completed
23,rigid,15509,15509,17741,0,2232,2232,completed
24,rigid,16555,16555,17560,0,1005,1005,completed
25,rigid,16556,16556,17134,0,578,578,completed
26,rigid,16556,16556,18275,0,1719,1719,completed
27,rigid,17200,17200,17654,0,454,454,completed
28,rigid,17469,17469,17977,0,508,508,completed
29,rigid,18453,18453,18934,0,481,481,completed
30,rigid,18535,18535,19126,0,591,591,completed
31,rigid,21611,21611,22196,0,585,585,completed
32,rigid,21758,21758,23167,0,1409,1409,completed
33,rigid,22836,22836,23380,0,544,544,completed
34,rigid,23431,23431,25836,0,2405,2405,completed
35,rigid,23431,23431,25952,0,2521,2521,completed
36,rigid,23432,23432,25776,0,2344,2344,completed
37,rigid,25696,25696,28777,0,3081,3081,completed
38,rigid,25696,25696,28680,0,2984,2984,completed
39,rigid,26305,26305,28267,0,1962,1962,completed
